"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"657","Not too happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"658","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"659","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"660","Not too happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"661","Pretty happy","PRETTY HAPPY","Good","Better","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"662","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"663","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"664","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"665","Very happy","VERY HAPPY","Good","Better","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"666","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"667","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"668","Not too happy","VERY HAPPY","Good","Worse","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"669","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"670","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"671","Not too happy","PRETTY HAPPY","Good","Better","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"672","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"673","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"674","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"675","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"676","Not too happy","NOT TOO HAPPY","Excellent","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"677","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"678","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"679","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"680","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"681","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"682","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"683","Pretty happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"684","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"685","Not too happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"686","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"687","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"688","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"689","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"690","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"691","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"692","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"693","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"694","Not too happy","PRETTY HAPPY","Fair","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"695","Not too happy","NOT TOO HAPPY","Fair","Stayed same","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"696","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"697","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"698","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"699","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"700","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"701","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"702","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"703","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"704","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"705","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"706","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"707","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"708","Very happy","PRETTY HAPPY","Fair","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"709","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"710","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"711","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"712","Pretty happy","VERY HAPPY",".s:  Skipped on Web","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"713","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"714","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"715","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"716","Pretty happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"717","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"718","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"719","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"720","Not too happy","VERY HAPPY","Good","Worse","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"721","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"722","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"723","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"724","Pretty happy","VERY HAPPY","Fair","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"725","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"726","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"727","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"728","Not too happy","NOT TOO HAPPY","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"729","Not too happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"730","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"731","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"732","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"733","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"734","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"735","Pretty happy","PRETTY HAPPY","Excellent","Better","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"736","Very happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"737","Not too happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"738","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"739","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"740","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"741","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"742","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"743","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"744","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"745","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"746","Pretty happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$7 000 TO 7 999","0 to 9 999"
"747","Pretty happy","VERY HAPPY","Fair","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"748","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"749","Not too happy","NOT TOO HAPPY","Fair","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"750","Not too happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"751","Pretty happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"752","Not too happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"753","Very happy","VERY HAPPY","Excellent","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"754","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"755","Very happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"756","Not too happy","NOT TOO HAPPY","Fair","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"757","Not too happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"758","Not too happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"759","Not too happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"760","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"761","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"762","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"763","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"764","Not too happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"765","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"766","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"767","Pretty happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"768","Not too happy","NOT TOO HAPPY","Fair","Stayed same","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"769","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"770","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"771","Pretty happy","VERY HAPPY","Excellent","Better","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"772","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"773","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"774","Not too happy","NOT TOO HAPPY","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"775","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$1 000 TO 2 999","0 to 9 999"
"776","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"777","Very happy","VERY HAPPY","Good","Worse","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"778","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"779","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"780","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"781","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"782","Pretty happy","PRETTY HAPPY","Good","Worse","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"783","Not too happy","NOT TOO HAPPY","Good","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"784","Not too happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"785","Pretty happy","VERY HAPPY","Fair","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"786","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"787","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"788","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"789","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"790","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"791","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"792","Not too happy","PRETTY HAPPY","Fair","Worse","More or less satisfied","$5 000 TO 5 999","0 to 9 999"
"793","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"794","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"795","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"796","Not too happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"797","Very happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"798","Pretty happy","PRETTY HAPPY","Excellent","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"799","Pretty happy","PRETTY HAPPY","Fair","Worse","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
