"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"2106","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2107","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2108","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2109","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2110","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2111","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2112","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2113","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2114","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2115","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2116","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2117","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2118","Very happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2119","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2120","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"2121","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"2122","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"2123","Pretty happy","PRETTY HAPPY","Poor","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"2124","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2125","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$8 000 TO 9 999","0 to 9 999"
"2126","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$8 000 TO 9 999","0 to 9 999"
"2127","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2128","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2129","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2130","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2131","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2132","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2133","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2134","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"2135","Very happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2136","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2137","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2138","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2139","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2140","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2141","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$1 000 TO 2 999","0 to 9 999"
"2142","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2143","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2144","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"2145","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2146","Pretty happy","VERY HAPPY","Fair","Worse","Not satisfied at all","$4 000 TO 4 999","0 to 9 999"
"2147","Very happy",".i:  Inapplicable","Good","Worse","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"2148","Pretty happy","NOT TOO HAPPY","Excellent","Worse","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"2149","Not too happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"2150","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2151","Not too happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2152","Very happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2153","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2154","Not too happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"2155","Not too happy",".i:  Inapplicable","Fair","Better","More or less satisfied","UNDER $1 000","0 to 9 999"
"2156","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2157","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2158","Not too happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","UNDER $1 000","0 to 9 999"
"2159","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2160","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2161","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2162","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$15000 TO 17499","10 000 to 19 999"
"2163","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2164","Not too happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$1 000 TO 2 999","0 to 9 999"
"2165","Pretty happy",".i:  Inapplicable","Good","Worse","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2166","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"2167","Very happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2168","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2169","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2170","Pretty happy","VERY HAPPY","Fair","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"2171","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2172","Very happy",".i:  Inapplicable","Excellent","Stayed same","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"2173","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2174","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2175","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2176","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2177","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2178","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$15000 TO 17499","10 000 to 19 999"
"2179","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2180","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2181","Very happy","VERY HAPPY","Fair","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"2182","Not too happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"2183","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2184","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2185","Not too happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2186","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2187","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2188","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2189","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"2190","Very happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2191","Not too happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2192","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2193","Not too happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2194","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2195","Pretty happy",".i:  Inapplicable","Good","Worse","Pretty well satisfied","$3 000 TO 3 999","0 to 9 999"
"2196","Pretty happy","PRETTY HAPPY","Excellent","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"2197","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2198","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2199","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2200","Pretty happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2201","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"2202","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2203","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2204","Not too happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2205","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"2206","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"2207","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2208","Pretty happy","VERY HAPPY","Fair","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2209","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2210","Not too happy","VERY HAPPY","Fair","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"2211","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2212","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2213","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2214","Pretty happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"2215","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2216","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2217","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2218","Very happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2219","Very happy","VERY HAPPY","Good","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2220","Not too happy","NOT TOO HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2221",".s:  Skipped on Web",".i:  Inapplicable","Excellent","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2222","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"2223","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2224","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2225","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2226","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2227","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2228","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"2229","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2230","Pretty happy","VERY HAPPY","Good","Worse","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2231","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2232","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2233","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2234","Pretty happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"2235","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2236","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$25000 TO 29999","20 000 to 39 999"
"2237","Pretty happy","PRETTY HAPPY","Excellent","Worse","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2238","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2239","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2240","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"2241","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"2242","Not too happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2243","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2244","Very happy","VERY HAPPY","Fair","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2245","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
