"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"107","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"108","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"109","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"110","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"111","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"112","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"113","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"114","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"115","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"116","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"117","Not too happy","PRETTY HAPPY","Poor","Better","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"118","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"119","Pretty happy",".i:  Inapplicable","Fair","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"120","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"121","Not too happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"122","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"123","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$1 000 TO 2 999","0 to 9 999"
"124","Pretty happy","PRETTY HAPPY","Excellent","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"125","Not too happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"126","Not too happy","VERY HAPPY","Good","Worse","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"127","Not too happy",".i:  Inapplicable","Fair","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"128","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"129","Not too happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"130","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"131","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"132","Pretty happy","VERY HAPPY","Poor","Stayed same","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"133","Pretty happy","PRETTY HAPPY","Poor","Better","More or less satisfied","$6 000 TO 6 999","0 to 9 999"
"134","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"135","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"136","Very happy","VERY HAPPY","Excellent","Worse","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"137","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"138","Very happy","VERY HAPPY","Fair","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"139","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"140","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"141","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"142","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"143","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"144","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"145","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"146","Pretty happy","VERY HAPPY","Excellent","Worse","Not satisfied at all","$130000 TO $149999","90 000 to 170 000"
"147","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"148","Not too happy","NOT TOO HAPPY","Fair","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"149","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"150","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"151","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"152","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"153","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"154","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"155","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"156","Not too happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","UNDER $1 000","0 to 9 999"
"157","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"158","Not too happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$6 000 TO 6 999","0 to 9 999"
"159","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"160","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"161","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"162","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"163","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"164","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"165","Very happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"166","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"167","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"168","Not too happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"169","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"170","Pretty happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"171","Very happy","VERY HAPPY","Fair","Worse","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"172","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"173","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"174","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"175","Very happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$4 000 TO 4 999","0 to 9 999"
"176","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"177","Not too happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$3 000 TO 3 999","0 to 9 999"
"178","Not too happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"179","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"180","Very happy","NOT TOO HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"181","Not too happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"182","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"183","Not too happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"184","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"185","Not too happy","NOT TOO HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"186","Very happy","VERY HAPPY","Fair","Better","Pretty well satisfied","UNDER $1 000","0 to 9 999"
"187","Pretty happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"188","Pretty happy",".n:  No answer","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"189","Pretty happy","VERY HAPPY","Fair","Worse","Not satisfied at all","$1 000 TO 2 999","0 to 9 999"
"190","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"191","Not too happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"192","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"193","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"194","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"195","Pretty happy",".i:  Inapplicable","Excellent","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"196","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"197","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"198","Pretty happy","PRETTY HAPPY","Good","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"199","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"200","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"201","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"202","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"203","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"204","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$7 000 TO 7 999","0 to 9 999"
"205","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"206","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"207","Pretty happy","VERY HAPPY","Excellent","Better","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"208","Not too happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"209","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"210","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"211","Not too happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$8 000 TO 9 999","0 to 9 999"
"212","Pretty happy",".i:  Inapplicable","Fair","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"213","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"214","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"215","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"216","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"217","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"218","Not too happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"219","Not too happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"220","Pretty happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"221","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"222","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"223","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"224","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"225","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"226","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"227","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"228","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"229","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"230","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"231","Not too happy",".i:  Inapplicable","Fair","Worse","Pretty well satisfied","$3 000 TO 3 999","0 to 9 999"
"232","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$3 000 TO 3 999","0 to 9 999"
"233","Not too happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"234","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"235","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"236","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"237","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"238","Very happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"239","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"240","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"241","Very happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"242","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"243","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"244","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
